dataset,seed,query_id,noise_sigma,runtime_ms,success,distance_l2,clean_distance_l2,distance_inflation
breast_cancer,0,30,0.05,0.086499989265576,1,0.5075558265861472,0.5040249516671949,1.0070053573881075
breast_cancer,0,30,0.1,0.08639998850412667,1,0.33964221005083456,0.5040249516671949,0.6738599129415692
breast_cancer,0,31,0.0,0.0858000130392611,1,1.578995182582068,1.578995182582068,1.0
breast_cancer,0,31,0.01,0.08249998791143298,1,1.5810847921007822,1.578995182582068,1.0013233792868812
breast_cancer,0,31,0.03,0.07459998596459627,1,1.6186827857551882,1.578995182582068,1.0251347208724353
breast_cancer,0,31,0.05,0.07320000440813601,1,1.6172072746501103,1.578995182582068,1.0242002588035484
breast_cancer,0,31,0.1,0.07219999679364264,1,1.4843457716212618,1.578995182582068,0.9400571882644824
breast_cancer,0,32,0.0,0.07300000288523734,1,1.4087692462502133,1.4087692462502133,1.0
breast_cancer,0,32,0.01,0.19740001880563796,1,1.4289077913270707,1.4087692462502133,1.0142951339479203
breast_cancer,0,32,0.03,0.16930000856518745,1,1.4548993405514195,1.4087692462502133,1.032744961195024
breast_cancer,0,32,0.05,0.06849999772384763,1,1.3446222561780659,1.4087692462502133,0.9544659352531364
